1995,0,7,0.669
1996,10,78,0.8
1997,10,70,0.775
1998,19,84,0.864
1999,24,102,0.989
2000,15,73,0.896
2001,21,74,0.858
2002,18,75,0.794
2003,10,52,0.844
2004,23,78,0.823
2005,19,70,0.839
2006,14,97,0.9
2007,12,73,0.84
2008,11,69,0.771
2009,18,66,0.871
2010,10,67,0.71
2011,6,61,0.743
2012,15,58,0.791
2013,1,7,0.542
2014,4,50,0.617
